Año Comercial,Tramo segun ventas (18 tramos),Tramo segun ventas (13 tramos),Tramo segun ventas (5 tramos),Número de empresas,Ventas anuales en UF,Número de trabajadores dependientes informados,Renta neta informada en UF,Trabajadores ponderados por meses trabajados,Número de trabajadores dependientes de género femenino informados,"Renta neta informada en UF, trabajadores de género femenino",Trabajadores de género femenino ponderados por meses trabajados,Número de trabajadores dependientes de género masculino informados,"Renta neta informada en UF, trabajadores de género masculino",Trabajadores de género masculino ponderados por meses trabajados,Número de trabajadores a honorarios informados,Honorarios pagados informados en UF,Trabajadores a honorarios ponderados por meses trabajados,Número de trabajadores a honorarios de género femenino informados,Honorarios pagados informados a trabajadores de género femenino en UF,Trabajadores a honorarios de género femenino ponderados por meses trabajados,Número de trabajadores a honorarios de género masculino informados,Honorarios pagados informados a trabajadores de género masculino en UF,Trabajadores a honorarios de género masculino ponderados por meses trabajados
2015,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3739,323409204.12,324114,47586123.424,170367.332,121923,15661069.481,64692.635,201350,31902051.532,105643.614,96230,6424344.881,25925.716,40891,2293200.382,11150.236,55339,4123038.376,14769.814
2015,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4929,1659820550.07,1069611,178465964.017,583818.311,370704,48555520.283,203070.654,693756,129813901.451,380643.074,233297,14833493.049,66521.253,105549,5158853.448,31268.297,127748,9665592.497,35234.956
2015,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,176973,0,609112,199944792.139,505039.441,297679,92007334.004,244770.134,309422,107920417.43,260231.974,212111,31253958.572,92831.681,102906,13907980.172,47368.3,109205,17325360.715,45430.881
2015,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6880,419192939.82,434407,66657753.224,242424.474,157187,21948114.219,89250.544,276081,44681278.548,153122.43,138815,10710684.403,38126.368,58952,4019174.528,16452.063,79863,6685365.596,21663.639
2016,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,7238,441404839.84,457477,64609559.557,242839.213,168130,21443188.255,90614.873,288203,43157618.541,152195.841,156113,10615779.685,41239.195,70863,4097933.886,18448.642,85250,6512522.242,22782.803
2016,Tramo 3 hasta 600 UF,Micro 2,Micro,186573,69287332.9,83375,10111650.481,47697.397,34457,4836672.497,22251.826,48745,5271354.16,25432.987,138985,4385869.844,73043.962,71455,2029749.464,39909.148,67530,2355599.091,33129.814
2016,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,34,5718673664.89,187475,121659187.967,154497.978,79474,32299321.598,64288.491,107648,89359050.594,90202.656,16499,2078744.142,5090.994,6566,567497.093,1889.331,9933,1503703.094,3198.246
2016,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,19008,664635552.9,734733,100751998.687,401000.562,260146,34298404.095,147323.269,473165,66428798.481,253623.96,258094,18241546.279,72020.161,106901,6812706.235,30690.713,151193,11418524.183,41309.781
2016,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1353,2245705114.66,897401,213813940.059,557082.47,312371,61419394.375,204039.934,578569,152329606.284,352983.786,273502,14232560.916,107261.575,173166,6003303.404,75556.692,100336,8218084.722,31683.299
2016,Tramo 12 hasta 600.000 UF,Grande 2,Grande,5121,1722025693.82,1068312,184868456.712,585006.228,361231,50182494.79,199834.075,702767,134622472.009,385107.071,229914,15330710.121,65203.087,103800,5230279.986,31002.881,126114,10093907.493,34186.956
2016,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,44,1816653458.74,80688,47181648.936,65018.824,29173,11164385.085,22399.246,51150,36009481.222,42612.911,13212,1732330.272,4507.662,6801,766589.821,2372.331,6411,965668.324,2134.998
2016,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,59875,421336789.79,543921,57778593.783,293051.442,185924,21686532.785,108369.288,357239,36071099.266,184614.654,235660,16200771.268,78879.339,104074,6582762.142,36627.549,131586,9608383.351,42240.123
2016,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,91758,318978834.21,433923,47714180.043,241317.642,161178,20581946.214,99821.381,271939,27119341.292,141452.762,228499,14422529.705,87986.012,105342,6243825.491,43036.301,123157,8171474.563,44930.211
2016,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6386,893560288.63,761980,114806810.873,404693.882,287301,35729102.538,153312.174,472231,79035139.244,251303.708,195894,12236637.994,50451.681,87610,4339609.376,22790.469,108284,7890076.223,27652.379
2016,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,69,1479490002.22,155403,63183836.243,120155.646,68496,20605826.585,53434.157,86519,42557038.189,66712.988,87894,5311920.848,21730.052,45915,2139540.449,10531.9,41979,3169503.05,11191.818
2016,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,615,3869479412.82,858106,249781582.857,571651.164,337431,70930204.134,223217.848,515657,178742989.635,348400.733,435106,17363970.673,200105.354,315578,7868303.805,159314.069,119528,9482197.897,40764.541
2016,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,181160,0,625241,211088832.399,519722.432,309932,98242154.754,255338.297,313393,112799711.535,264329.556,225894,33291137.236,99908.843,110053,15050800.615,51341.631,115841,18210943.627,48528.796
2016,Tramo 4 hasta 2.400 UF,Micro 3,Micro,238136,300431647.33,378929,38225702.436,212829.741,155118,19239179.487,99661.718,223012,18977908.118,113130.357,305363,13831416.584,140063.495,148237,6210284.44,72929.541,157126,7616319.979,67114.037
2016,Tramo 2 hasta 200 UF,Micro 1,Micro,263454,20031209.75,116873,34114604.205,89489.984,66161,17982103.356,52650.492,50546,16128417.934,36830.492,149683,6038460.725,66972.954,83184,2671272.059,37456.141,66499,3364098.456,29511.563
2016,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1157,889157024.53,531272,93146143.786,289288.865,195986,25585632.314,106685.616,331991,67422378.481,182536.916,78908,5676536.024,23076.473,33472,1858526.184,9742.738,45436,3814948.792,13329.651
2016,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,45255,702880087.92,896149,113497196.091,495003.106,311350,41352658.072,183642.843,583065,72108497.821,311263.097,322357,24388613.206,98089.14,136870,9416468.568,43400.87,185487,14963147.924,54671.02
2016,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3966,342973767.84,310445,47874373.35,167189.836,113801,15468279.242,62196.387,195698,32391644.257,104964.199,102906,6388666.65,27591.547,44429,2275057.925,11971.651,58477,4109316.198,15614.813
2017,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,39,7507395321.61,194889,130030634.379,160575.478,81167,34723880.157,65582.407,113389,95303953.785,94986.489,15780,2039553.078,5015.244,6276,549786.441,1874.831,9504,1483818.1,3137.58
2017,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1135,869411031.05,520745,93894395.724,294059.289,188421,25633728.993,108351.703,329177,68247610.207,185686.669,77220,5693671.933,22205.139,32218,1846001.547,9284.155,45002,3846493.119,12919.484
2017,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1317,2208690128.19,871285,211659914.913,535835.804,302058,57782003.958,189666.434,563891,153812311.358,346127.122,285682,13551548.871,110713.988,182716,5667474.336,78527.189,102966,7881751.35,32176.464
2017,Tramo 4 hasta 2.400 UF,Micro 3,Micro,241560,304176115.95,411939,48631379.917,235100.402,175831,25431749.241,114837.215,235347,23192054.877,120234.355,333043,15793424.823,148072.567,161947,7155432.166,77278.202,171096,8635744.406,70782.948
2017,Tramo 2 hasta 200 UF,Micro 1,Micro,276943,20589856.29,107706,23046463.594,77296.899,69511,14897701.032,53256.489,37958,8145531.586,24031.242,154415,5952443.484,66243.201,85982,2844133.362,37237.306,68433,3106165.479,29003.812
2017,Tramo 3 hasta 600 UF,Micro 2,Micro,189177,70273967.86,93650,12561032.252,55868.229,41186,6364133.243,27822.325,52194,6194520.913,28040.237,150283,4772475.633,75580.374,77130,2195905.555,41371.728,73153,2574983.196,34204.812
2017,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,598,3688556838.06,813477,243043948.14,541037.343,318629,69120990.946,212886.519,489212,173875870.716,328135.904,389327,14454951.711,224542.321,282604,6604886.9,183696.944,106723,7836485.567,40827.631
2017,Tramo 11 hasta 200.000 UF,Grande 1,Grande,5882,821639678.82,716789,122138702.8,397185.985,250504,36504837.48,139787.853,464190,85613334.331,257372.049,185146,12573053.937,49375.102,81630,4314304.043,21900.471,103516,8255719.748,27469.464
2017,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,232974,0,734931,242688432.609,598796.749,375330,114402323.258,301819.702,357606,128265500.027,296954.549,278308,37592506.021,113478.825,130107,16413734.729,56639.874,148201,21162552.602,56812.701
2017,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,42,1687793263.85,78762,45823627.155,63284.406,28158,10521726.012,21584.246,50308,35299127.747,41694.077,11271,1398198.61,4141.246,5844,612270.327,2205.665,5427,785901.019,1935.415
2017,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6648,404985112.86,444536,68615055.95,239764.802,158661,22378479.938,87393.46,284480,46228891.466,152356.259,138865,9520813.379,37635.035,58796,3545636.05,16417.979,80069,5971243.973,21210.222
2017,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3538,305534041.38,292890,45082680.125,156745.007,105320,14069033.298,56205.806,186880,31007898.956,100529.451,100413,6358829.822,28468.964,44896,2329623.83,12830.317,55517,4023883.883,15633.314
2017,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,80,1639871134.41,178373,69725320.503,136551.143,78626,23573885.191,60764.823,99199,46149930.752,75783.07,92919,6030941.223,23177.384,48544,2450262.457,11268.399,44375,3579457.477,11902.901
2017,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,17414,608343985.18,702386,101816035.215,387243.738,243056,34381842.053,138738.273,457552,67419257.602,248460.381,248338,18282647.647,69650.998,104153,7007376.891,30043.047,144185,11267980.542,39594.867
2017,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,58583,411802672.99,592098,70456427.978,322329.351,213052,28566994.408,126416.201,377444,41875102.535,195871.484,266232,18600825.803,88993.579,121070,7761052.596,42638.377,145162,10834886.693,46341.118
2017,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,92159,319856481.91,462932,53100304.524,256493.385,174865,23359069.544,107839.045,287358,29731047.44,148624.341,245558,15980690.797,93311.005,113655,6952565.462,46088.381,131903,9022233.546,47211.874
2017,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,42953,666698226.36,914763,128680721.679,508343.353,324751,50398010.5,194326.841,588579,78261799.342,313956.596,331279,25064970.699,102356.721,140748,9824255.121,45737.953,190531,15233932.095,56607.768
2017,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4761,1587979005.07,1077720,187720418.284,580212.638,370029,51549503.089,199820.32,703587,136124689.709,380339.401,243236,16993779.464,71605.915,112912,6093763.356,34985.211,130324,10894394.216,36612.288
2018,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,45235,700995798.72,934613,130796096.884,516652.679,326414,49860544.789,192992.256,606502,80922946.735,323612.341,331656,24568447.935,102007.888,140617,9620916.622,45640.453,191039,14944607.563,56363.768
2018,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1349,2252705026.75,935792,220640438.744,576680.04,337695,63143036.604,214606.758,592630,157480569.669,362059.282,173548,12745939.277,50932.439,77964,4903120.703,22782.806,95584,7842106.905,28145.633
2018,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,634,3930195278.76,835225,252587738.617,557094.416,330173,74891284.401,222397.685,499828,177664076.938,334687.066,534217,16906388.327,247205.163,402738,7987535.682,201236.122,131479,8916596.936,45956.204
2018,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4906,1655735857.35,1124305,197924637.554,605873.21,390129,54485775.248,207865.647,729265,143396024.449,397964.479,257687,16925602.333,76724.66,120886,6064466.029,37667.041,136801,10856065.814,39049.702
2018,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3714,320804219.44,301409,50514998.878,164230.923,104669,15518169.213,57602.473,195988,34986221.304,106619.866,97537,6375762.519,26093.966,45069,2319872.066,12137.568,52468,4052098.467,13950.982
2018,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1097,850359256.1,511191,99059115.622,292747.625,186721,28320694.483,108205.954,321498,70726764.622,184530.504,84803,6810094.12,24741.803,38053,2488991.54,11262.736,46750,4321092.594,13478.9
2018,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6746,410930672.81,423955,64648970.356,229349.639,148114,20604208.506,81060.212,274771,44041874.06,148279.178,131980,9193439.11,36748.037,54851,3321251.131,15632.731,77129,5869980.808,21111.64
2018,Tramo 4 hasta 2.400 UF,Micro 3,Micro,251822,317979386.55,444230,51353196.063,250563.475,190069,27046858.762,122517.627,253428,24297314.766,128018.099,341369,16523049.09,150452.731,166037,7491751.968,78512.785,175332,9029038.672,71929.613
2018,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,284671,0,795285,254847438.778,629716.805,422482,123238102.326,326896.351,370170,131600145.022,302802.622,284391,34843353.973,109729.906,131828,15012994.055,54176.207,152563,19825590.763,55546.032
2018,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,96790,336100774.41,486602,59256809.005,269074.129,180920,25648512.272,111191.293,304940,33597170.246,157852.419,248555,16289171.892,92885.171,115068,6950645.31,45983.047,133487,9335957.513,46896.874
2018,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,61535,432726202.5,627957,79811294.076,345587.508,227609,33165929.271,136974.946,399416,46636153.035,208572.644,262498,18813906.671,88695.579,118972,8007405.6,42481.211,143526,10800342.363,46205.535
2018,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,40,8401488739.34,188316,142473419.214,158123.898,74306,34160039.85,61045.325,113569,108313108.594,97075.656,13820,1825378.53,4122.078,5524,520487.672,1529.415,8296,1301991.917,2590.997
2018,Tramo 3 hasta 600 UF,Micro 2,Micro,196958,73178955.29,107455,13646668.467,61227.891,49418,7154971.453,31400.573,57704,6487531.629,29817.068,148984,4745522.534,73467.874,76311,2194233.784,40026.979,72673,2549839.233,33439.312
2018,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,97,2031002816.22,187215,80025422.614,148636.308,80601,26476893.753,64631.656,105909,53534839.656,83999.319,77796,5531527.651,19759.39,40474,2239512.534,9526.486,37322,3291344.585,10230.07
2018,Tramo 2 hasta 200 UF,Micro 1,Micro,286481,21142918.13,118478,24886328.604,83695.312,77299,16350446.024,58155.737,40679,8532930.451,25534.325,146540,4837533.604,61146.954,81673,2281082.643,34395.308,64867,2555392.111,26749.23
2018,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,50,2063107532.96,92590,51255721.552,71320.738,37492,14656794.582,27521.744,54696,36596206.904,43794.493,13589,1735426.899,5059.996,6862,749288.207,2626.498,6727,986019.902,2432.164
2018,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,18258,637350822.77,736583,107340308.478,401063.059,252383,35847289.181,141311.852,482744,71484183.875,259719.123,263776,18566864.542,75663.41,112891,7070653.585,33138.878,150885,11493835.379,42518.032
2018,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6130,857410099.06,722256,123360509.336,398713.899,253978,37572912.788,141328.935,466320,85777569.597,257365.881,190993,12295748.318,51258.184,84896,4409502.877,23466.137,106097,7883211.537,27789.463
2019,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,46518,721386120.79,978028,148710055.048,556186.844,341089,58885720.669,212103.092,635349,89815578.16,344053.003,343759,26422961.071,107603.133,147631,10609080.291,48904.034,196128,15812131.453,58696.6
2019,Tramo 4 hasta 2.400 UF,Micro 3,Micro,255623,322477469.58,451010,52159276.916,257118.643,189228,26858639.462,123587.628,261680,25293268.539,133517.181,349520,16900366.551,151476.478,170814,7833744.058,79485.7,178706,9064919.124,71985.279
2019,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,62265,437750332.1,612463,70957513.668,331489.677,209005,27401662.056,124044.951,402787,43551240.127,207422.809,255964,17967848.707,86036.415,115485,7552749.446,41137.545,140479,10412353.933,44892.203
2019,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1422,2356198708.67,903581,227774612.675,581145.641,319188,65817341.345,214935.519,579997,161947714.051,366199.455,206361,14630104.559,71557.181,90036,5750839.755,33223.387,116325,8878503.681,38330.71
2019,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,43,9140714723.63,194989,138088983.951,166277.318,77857,36468451.286,65364.16,116867,101620046.215,100911.158,14437,2096883.263,4492.828,5725,683212.095,1708.248,8712,1410687.02,2782.83
2019,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,18703,654666043.12,737695,114612652.992,417833.401,254461,39610516.554,150315.857,482011,74990575.82,267491.211,249575,18708418.134,73236.081,107973,7335268.554,32761.046,141602,11370912.186,40470.951
2019,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6977,425441207.03,425123,72535069.79,238548.561,144492,23432984.925,84316.382,279819,49095331.398,154218.679,146256,10095182.314,40449.116,64347,3701707.853,17791.811,81909,6391535.945,22654.888
2019,Tramo 2 hasta 200 UF,Micro 1,Micro,306947,21840753.03,118545,35896880.867,88179.899,62664,17943878.363,48351.324,55660,17949358.436,39825.992,151016,5773227.812,64984.953,79346,2707435.157,35701.475,71670,3065774.483,29282.644
2019,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,669,4201776834.4,886988,290251904.969,612673,340275,85914892.708,237940.773,542651,204305276.881,374723.812,540494,17478395.886,252937.33,402874,8361009.149,203669.043,137620,9116551.11,49258.702
2019,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,48,2000854875.85,79495,48888161.112,62648.742,29596,11682456.885,22322.746,49404,37205453.969,40324.328,11491,1289855.356,4216.163,5738,540993.719,2206.415,5753,748808.677,2008.831
2019,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1194,920867398.14,499070,99559588.5,290600.714,176798,28047090.87,105195.958,319761,71509278.575,185399.423,82707,6217152.828,25132.305,34059,2067961.497,10485.405,48648,4148540.158,14646.317
2019,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3703,319977703.98,279425,47133292.512,155522.596,96935,14470094.855,54947.976,181888,32661159.976,100568.703,88548,6177030.865,25083.802,40983,2359153.245,11810.402,47565,3816313.46,13269.9
2019,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,92,1974205540.95,198681,79963724.796,157779.559,91368,28010696.566,72804.155,106911,51951930.217,84974.32,49787,5150882.431,15802.899,23990,2045801.3,7459.491,25797,3104320.305,8342.324
2019,Tramo 3 hasta 600 UF,Micro 2,Micro,201014,74669063.13,148737,23804944.069,98217.471,85472,15266544.353,62697.402,62966,8534564.43,35513.152,173311,6032660.972,79560.782,93733,2904242.771,44253.556,79578,3127389.955,35305.893
2019,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6286,878478033.38,742464,132065930.116,413420.479,265422,40690116.575,148404.433,475361,91363227.821,265001.631,189665,12713009.843,50404.017,84352,4464686.582,22770.47,105313,8243809.467,27628.796
2019,Tramo 12 hasta 600.000 UF,Grande 2,Grande,5057,1700150031.49,1113808,205535015.897,617472.718,396122,58027690.503,216601.814,714052,147489000.447,400845.905,252061,17070767.541,74206.746,118877,6255699.561,36589.376,133184,10814136.367,37614.87
2019,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,98376,341443155.78,495500,58504538.241,271499.458,181920,25541817.297,112068.292,313364,32956999.515,159407.749,254373,16271282.56,95897.919,118471,7150005.706,47859.88,135902,9120664.058,48034.956
2019,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,294976,0,769173,252915180.392,627253.571,408468,125154101.682,329579.778,358037,127747807.744,297662.129,281889,33630646.484,107376.906,130339,14525210.387,52835.373,151550,19101674.834,54538.032
2020,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,7399,451932110.35,404701,66770519.096,225134.316,145312,22434203.609,82237.632,258788,44370939.172,142890.601,115204,9457755.235,31709.877,50214,3725631.398,14336.399,64990,5731539.519,17372.977
2020,Tramo 2 hasta 200 UF,Micro 1,Micro,343839,22822991,160971,46256055.761,120675.894,95068,25849083.66,75304.906,65282,20152861.619,45368.656,163872,6312020.107,57708.779,87177,3009554.838,31188.221,76695,3302434.518,26520.225
2020,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,643,3832949664.05,743210,249443898.594,523883.535,263117,68843625.962,191676.122,475392,180716103.245,332200.662,476163,15425419.05,233535.017,363705,7566708.041,191787.888,112458,7857591.294,41742.795
2020,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,38,7266339059.58,156554,119723637.955,138940.903,64496,31895905.398,57060.578,91702,87838491.94,81879.243,9149,1568686.934,2780.83,3677,480231.099,1020.999,5472,1085137.244,1758.165
2020,Tramo 3 hasta 600 UF,Micro 2,Micro,197247,73051494.45,115043,11887380.908,61655.306,50110,6013198.146,29791.239,64828,5883917.836,31863.65,151352,5287408.964,63058.369,76633,2471728.532,33884.059,74719,2814976.722,29172.81
2020,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3909,337531782.82,282607,54424321.455,163333.099,98250,17637801.872,58830.978,183940,36786757.095,104499.205,70413,6528525.547,19056.059,29264,2357354.099,7954.99,41149,4169272.526,11098.486
2020,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,85,1792577950.91,188211,79609971.124,152777.145,87399,27670268.336,70744.489,100338,51945229.216,82032.238,79456,4353330.094,16603.304,43562,1776247.711,8415.067,35894,2577064.841,8187.737
2020,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1174,904178197.53,445277,95897244.466,271717.982,152697,26909466.604,95246.466,291399,69016863.705,176459.265,72676,5511636.125,20262.391,27651,2135005.551,8301.074,45025,3376290.756,11960.401
2020,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,19332,674366373.6,649662,103361164.304,365046.671,215012,34230544.945,126173.7,434699,69231584.064,238852.472,215971,17860568.653,61193.509,91091,6912667.326,26552.969,124880,10943410.446,34637.374
2020,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,61966,436199796.92,608775,78106751.839,330482.848,213807,33292836.542,129019.871,397009,44919155.661,201449.144,231815,20424309.504,78436.09,103619,8978429.339,37452.466,128196,11444739.904,40982.124
2020,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1333,2173574066.6,841379,216355656.343,539544.485,316645,65727909.32,209043.767,521091,150553414.848,330480.886,183885,14745452.013,60019.52,82476,5781822.599,26426.721,101409,8963308.967,33591.299
2020,Tramo 12 hasta 600.000 UF,Grande 2,Grande,5251,1764934015.78,1037628,190063894.315,569934.487,371886,53344038.158,200523.904,664745,136729566.126,369401.749,207066,14857278.699,58545.26,94187,5152728.396,27901.134,112879,9700401.034,30639.627
2020,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,240023,0,693947,235933380.444,590515.182,361810,116970626.977,308102.297,330058,118991379.949,282407.884,222616,30929038.926,88868.927,107268,14270476.78,44841.048,115348,16657544.065,44025.629
2020,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6437,898587489.28,676135,118577489.64,371246.912,243426,36567623.801,134507.273,430999,81992212.005,236715.39,154999,11561099.584,40848.445,66488,4054189.809,17579.893,88511,7506008.698,23267.386
2020,Tramo 4 hasta 2.400 UF,Micro 3,Micro,247147,311874689.31,490305,62267983.87,276256.97,211122,33286408.475,136247.794,278858,29004979.091,139996.677,333780,18526635.002,132097.811,162132,8594370.636,68677.033,171648,9931370.438,63418.195
2020,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,56,2244535123.49,144437,66678840.359,103366.639,62932,18154316.7,41005.902,80732,48533336.286,62360.321,11571,1397020.207,3768.579,5829,546488.455,1990.081,5742,850531.741,1778.498
2020,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,47169,733731632.23,940123,155715350.655,539013.609,342892,65102092.447,212525.762,598157,90730228.153,326465.932,313192,28988268.375,97383.893,136211,12397154.932,44608.87,176981,16588314.693,52772.189
2020,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,96889,336387977.48,455365,46599218.474,234034.048,157272,18573212.62,88376.713,299431,28121944.68,145645.752,228972,15605890.638,79827.176,103801,6760657.957,38908.883,125171,8844947.225,40916.459
